Key,Value
uc1.a0003805132,1907
uc1.a0003805140,1907
uc1.a0003805157,1907
uc1.a0003805165,1908
uc1.a0003805173,1908
uc1.a0003805181,1908
uc1.a0003805199,1908
uc1.a0003805207,1908
uc1.a0003805215,1908
uc1.a0003805223,1908
uc1.a0003805256,1908
uc1.a0003805264,1908
uc1.a0003805272,1909
uc1.a0003805330,1909
uc1.a0003805306,1910
uc1.a0003805314,1910
uc1.a0003805322,1910
uc1.a0003805348,1910
uc1.a0003805355,1911
uc1.a0003805363,1911
uc1.a0003805371,1911
uc1.a0003805389,1911
uc1.a0003805397,1912
uc1.a0003805447,1918
uc1.a0004000386,1888
uc1.a0004142733,1888
uc1.a0004142741,1888
uc1.a0004000360,1888
uc1.a0004142766,1889
uc1.a0004142774,1889
uc1.a0004142782,1889
uc1.a0004142790,1890
uc1.a0004142808,1890
uc1.a0004142816,1890
uc1.a0004142824,1890
uc1.a0004142832,1890
uc1.a0004142840,1890
uc1.a0004142857,1891
uc1.a0004142881,1891
uc1.a0004142899,1891
uc1.a0004142865,1891
uc1.a0004142915,1893
uc1.a0004142907,1893
uc1.a0004000477,1897
uc1.a0004000485,1897
uc1.a0004000493,1897
uc1.a0004000501,1897
uc1.a0004000519,1898
uc1.a0004000527,1898
uc1.a0004000535,1898
uc1.a0004000543,1898
uc1.a0004000394,1898
uc1.a0004000402,1898
uc1.a0004000410,1898
uc1.a0004000428,1898
uc1.a0004000436,1898
uc1.a0004000444,1898
uc1.a0004000451,1898
uc1.a0004000469,1898
uc1.a0004285540,1893
uc1.a0004285557,1893
uc1.a0004285565,1893
uc1.a0005588439,1896
uc1.a0006340905,1893
mdp.39015081162003,1901
mdp.39015081162177,1896
mdp.39015081162185,1896
mdp.39015081162193,1896
mdp.39015081170709,1904
mdp.39015081170717,1904
mdp.39015081170725,1904
mdp.39015081170733,1904
mdp.39015081170774,1913
mdp.39015081170782,1913
mdp.39015081170790,1913
mdp.39015081170808,1913
mdp.39015081170816,1913
mdp.39015081170857,1904
mdp.39015081170865,1904
mdp.39015081170873,1903
mdp.39015081170881,1903
mdp.39015081170899,1903
mdp.39015081170907,1903
mdp.39015081170915,1903
mdp.39015081170923,1903
mdp.39015081170949,1902
mdp.39015081170956,1902
mdp.39015081170964,1902
mdp.39015081170972,1902
mdp.39015081162169,1898
mdp.39015081162151,1898
mdp.39015081162144,1899
mdp.39015081162136,1899
mdp.39015081162128,1899
mdp.39015081162110,1899
mdp.39015081162102,1899
mdp.39015081162094,1900
mdp.39015081162086,1900
mdp.39015081162078,1900
mdp.39015081162060,1900
mdp.39015081162052,1901
mdp.39015081162045,1901
mdp.39015081162037,1901
mdp.39015081162029,1901
mdp.39015081162011,1901
mdp.39015081170998,1901
mdp.39015081170980,1901
mdp.39015081170931,1902
mdp.39015081170741,1905
mdp.39015081170758,1906
mdp.39015081170766,1907
umn.31951d00571844t,1915
umn.31951d005718320,1909
umn.31951d00571834w,1910
umn.31951d005718150,1898
umn.31951d00571833y,1909
umn.31951d00571835u,1910
umn.31951d00571816y,1898
umn.31951d00571828r,1907
umn.31951d005718312,1908
umn.31951d00571829p,1907
umn.31951d005718304,1908
umn.31951d00571847n,1916
umn.31951d00571839m,1912
umn.31951d005718401,1913
umn.31951d00571842x,1914
umn.31951d00571836s,1911
umn.31951d00571845r,1915
umn.31951d00571848l,1917
umn.31951d00571846p,1916
umn.31951d00571838o,1912
umn.31951d00571841z,1913
umn.31951d00571843v,1914
chi.73247644,1866
chi.82273323,1863
chi.82273378,1990
chi.82273436,1990
chi.092013976,1990
chi.092013845,1990
chi.092013853,1990
chi.092013722,1990
chi.092013667,1990
chi.82273361,1990
mdp.39015069723636,1990
mdp.39015069723339,1990
mdp.39015069723321,1990
mdp.39015069723487,1990
mdp.39015069723479,1990
uc1.e0000216606,1910
nnc1.cu06164897,1902
uiug.30112028712062,1911
uc1.32106020706815,1990
uc1.32106020706823,1990
uc1.32106020706831,1875
uc1.32106020706849,1911
uc1.32106020706856,1910
uc1.32106020706864,1917
uc1.32106020706773,1863
uc1.32106020706799,1990
uc1.32106020706807,1990
uc1.32106020706872,1924
uc1.32106020677461,1990
uc1.32106020677479,1990
uc1.32106020677487,1990
uc1.32106020677495,1990
hvd.32044015558174,1848
hvd.32044022481139,1901
hvd.32044022472369,1869
hvd.32044022481121,1872
hvd.32044022472534,1863
hvd.32044018889709,1903
hvd.32044022472385,1870
hvd.32044010446458,1896
hvd.32044022472526,1862
hvd.32044022472260,1847
hvd.32044022481444,1881
hvd.32044023792039,1861
hvd.32044022472245,1848
hvd.32044022481543,1887
hvd.32044020122461,1875
hvd.32044012758785,1847
hvd.32044022472591,1867
hvd.32044023792021,1859
hvd.32044021213558,1871
hvd.32044022481188,1898
hvd.32044022481170,1899
hvd.32044015536907,1906
hvd.32044022472211,1858
hvd.32044011352457,1869
hvd.32044022481279,1873
hvd.32044022472427,1846
hvd.32044023792369,1859
hvd.32044015496243,1888
hvd.32044022481691,1860
hvd.32044022472518,1862
hvd.32044022672992,1899
hvd.32044011007879,1867
hvd.32044022481220,1895
hvd.32044023792195,1846
hvd.32044009763772,1858
hvd.32044022481196,1897
hvd.32044015557531,1846
hvd.32044022472278,1847
hvd.32044015482185,1902
hvd.32044011352473,1903
hvd.32044021571690,1860
hvd.32044009560996,1846
hvd.32044022472732,1865
hvd.32044022485700,1901
hvd.32044022481204,1897
hvd.32044011347911,1907
hvd.32044020122479,1875
hvd.32044021139761,1902
hvd.32044020122453,1874
hvd.32044022472500,1861
hvd.32044022677215,1865
hvd.32044022472252,1847
hvd.32044005442629,1859
hvd.32044022485858,1905
hvd.32044022481113,1872
hvd.32044022472419,1847
hvd.32044023792013,1867
hvd.32044023792203,1860
hvd.32044022481683,1861
hvd.32044022472559,1864
hvd.32044012685129,1847
hvd.32044022472237,1858
hvd.32044011836277,1873
hvd.32044010287779,1846
hvd.32044022481428,1874
hvd.32044022481451,1887
hvd.32044022472724,1864
hvd.32044022485866,1906
hvd.32044022481212,1896
hvd.32044011347929,1899
hvd.32044022485692,1901
hvd.32044022472757,1866
hvd.32044021112891,1860
hvd.32044010033595,1902
hvd.32044022472435,1846
hvd.32044022481154,1900
hvd.32044022481386,1893
hvd.32044022481709,1860
hvd.32044011278124,1888
hvd.32044024583452,1906
hvd.32044024583445,1865
hvd.32044024594004,1868
nc01.ark:/13960/t9t16r67h,1918
coo.31924012091868,1847
coo.31924079564294,1866
coo.31924097286805,1866
coo.31924112544550,1846
coo.31924112544568,1848
coo.31924112544576,1848
coo.31924112544584,1848
coo.31924112544592,1848
coo.31924112544600,1848
coo.31924112544618,1849
coo.31924112544626,1858
coo.31924112544634,1858
coo.31924112544642,1859
coo.31924112544659,1859
coo.31924112544667,1860
coo.31924112544675,1860
coo.31924112544683,1860
coo.31924112544717,1861
coo.31924112544725,1861
coo.31924112544733,1862
coo.31924112544741,1862
coo.31924112544758,1862
coo.31924112544766,1862
coo.31924112544782,1863
coo.31924112544790,1864
coo.31924112544808,1864
coo.31924112544816,1864
coo.31924112544824,1864
coo.31924112544832,1865
coo.31924112544840,1865
coo.31924112544857,1865
coo.31924112544865,1866
coo.31924112544881,1867
coo.31924112544899,1867
coo.31924112544907,1867
coo.31924112544915,1867
coo.31924112544923,1868
coo.31924112544931,1868
coo.31924112544949,1868
coo.31924112544956,1868
coo.31924112544972,1869
coo.31924112544980,1869
coo.31924112544998,1869
coo.31924112545003,1870
coo.31924112545011,1870
coo.31924112545029,1870
coo.31924112545037,1870
coo.31924112545045,1871
coo.31924112545052,1871
coo.31924112545060,1873
coo.31924112545078,1873
coo.31924112545086,1873
coo.31924112545094,1874
coo.31924112545102,1874
coo.31924112545110,1874
coo.31924112545128,1874
coo.31924112545136,1875
coo.31924112545144,1875
coo.31924112545151,1875
coo.31924112545169,1875
coo.31924112545177,1876
coo.31924112545185,1876
coo.31924112545193,1877
coo.31924112545201,1878
coo.31924112545219,1878
coo.31924112545227,1879
coo.31924112545235,1880
coo.31924112545243,1880
coo.31924112545250,1882
coo.31924112545268,1882
coo.31924112545276,1883
coo.31924112545284,1883
coo.31924112545292,1883
coo.31924112545300,1883
coo.31924112545318,1885
coo.31924112545326,1886
coo.31924112545334,1887
coo.31924112545359,1888
coo.31924112545367,1888
coo.31924112545375,1888
coo.31924112545383,1889
coo.31924112545391,1890
coo.31924112545409,1891
coo.31924112545417,1891
coo.31924112545425,1892
coo.31924112545433,1892
coo.31924112545441,1892
coo.31924112545458,1893
coo.31924112545466,1893
coo.31924112545474,1893
coo.31924112545482,1894
coo.31924112545490,1895
coo.31924112545508,1896
coo.31924112545516,1896
coo.31924112560853,1896
coo.31924112560861,1898
coo.31924112560879,1898
coo.31924112560895,1899
coo.31924112560903,1900
coo.31924112560911,1900
coo.31924112560929,1900
coo.31924112560937,1901
coo.31924112560945,1901
coo.31924112560952,1901
coo.31924112560960,1901
coo.31924112560986,1903
coo.31924112560994,1903
coo.31924112561000,1903
coo.31924112561018,1903
coo.31924112561026,1904
coo.31924112561034,1904
coo.31924112561042,1905
coo.31924112561059,1905
coo.31924112561067,1905
coo.31924112561075,1905
coo.31924112561083,1906
coo.31924112561091,1906
coo.31924112561109,1906
coo.31924112561117,1907
coo.31924112561125,1907
coo.31924112561133,1907
coo.31924112561141,1907
coo.31924112561158,1908
coo.31924112561166,1908
coo.31924112561174,1908
coo.31924112561182,1909
coo.31924112561190,1909
coo.31924112561208,1910
coo.31924112561216,1910
coo.31924112561224,1911
coo.31924112561232,1911
coo.31924112561240,1911
coo.31924112561257,1911
coo.31924112561265,1912
coo.31924112561273,1913
coo.31924112561281,1913
coo.31924112561299,1914
coo.31924112561307,1914
coo.31924112561315,1915
coo.31924112561323,1915
coo.31924112561331,1916
coo.31924112561349,1917
coo.31924112561356,1917
coo.31924112561364,1917
uc1.31175029845347,1888
uc1.31175029845453,1903
uc1.31175000172505,1905
uc1.31175002460239,1903
uc1.31175002460247,1887
uc1.31175002962598,1893
uc1.31175003924373,1874
uc1.31175003924381,1873
uc1.31175003924399,1873
uc1.31175005599876,1876
uc1.31175005939908,1906
uc1.31175005945228,1908
uc1.31175006814001,1894
uc1.31175006955192,1900
uc1.31175007026175,1885
uc1.31175007071957,1886
uc1.31175007073128,1889
uc1.31175007073136,1888
uc1.31175007074431,1892
uc1.31175007075834,1901
uc1.31175007097929,1874
uc1.31175007129359,1907
uc1.31175007175246,1902
uc1.31175007208716,1875
uc1.31175008545199,1847
uc1.31175008799754,1883
uc1.31175012530930,1883
uc1.31175013983161,1900
uc1.31175013983179,1894
uc1.31175014877941,1869
uc1.31175014896990,1885
uc1.31175014897006,1886
uc1.31175018597396,1896
uc1.31175021951713,1891
uc1.31175021989846,1871
uc1.31175021989853,1903
uc1.31175029845057,1848
uc1.31175029845065,1848
uc1.31175029845073,1870
uc1.31175029845081,1871
uc1.31175029845099,1871
uc1.31175029845107,1872
uc1.31175029845115,1873
uc1.31175029845123,1873
uc1.31175029845131,1875
uc1.31175029845149,1876
uc1.31175029845156,1877
uc1.31175029845164,1877
uc1.31175029845172,1877
uc1.31175029845180,1879
uc1.31175029845198,1879
uc1.31175029845206,1879
uc1.31175029845214,1879
uc1.31175029845222,1880
uc1.31175029845230,1880
uc1.31175029845248,1881
uc1.31175029845255,1881
uc1.31175029845263,1882
uc1.31175029845271,1882
uc1.31175029845289,1882
uc1.31175029845297,1884
uc1.31175029845313,1884
uc1.31175029845321,1887
uc1.31175029845339,1887
uc1.31175029845362,1889
uc1.31175029845370,1890
uc1.31175029845388,1890
uc1.31175029845396,1891
uc1.31175029845404,1892
uc1.31175029845412,1893
uc1.31175029845420,1893
uc1.31175029845438,1901
uc1.31175029845461,1904
uc1.31175029845479,1905
uc1.31175029845487,1902
uc1.31175029845495,1906
uc1.31175029845503,1906
uc1.31175029845511,1907
uc1.31175029845529,1908
uc1.31175029845537,1909
uc1.31175029845545,1910
uc1.31175032997721,1904
uc1.31175006955218,1913
uc1.31175006955226,1914
uc1.31175006977642,1917
uc1.31175007077053,1913
uc1.31175007077061,1911
uc1.31175007077079,1910
uc1.31175029845552,1911
uc1.31175029845560,1911
uc1.31175029845578,1912
uc1.31175029845586,1912
uc1.31175029845594,1912
uc1.31175029845602,1912
uc1.31175029845610,1913
uc1.31175029845628,1913
uc1.31175029845636,1914
uc1.31175029845644,1915
uc1.31175029845651,1915
uc1.31175029845669,1915
uc1.31175029845677,1915
uc1.31175029845685,1916
uc1.31175029845693,1916
uc1.31175029845701,1916
uc1.31175029845719,1917
uc1.31175029845727,1918
osu.32435075775700,1880
osu.32435075775650,1886
nyp.33433084784960,1847
nyp.33433091012207,1858
nyp.33433091013155,1864
nyp.33433091013163,1865
nyp.33433091013338,1872
nyp.33433091013445,1878
nyp.33433091013486,1880
nyp.33433091013502,1881
nyp.33433091013510,1881
nyp.33433091013528,1881
nyp.33433090994702,1887
nyp.33433090994710,1887
nyp.33433090994751,1888
nyp.33433090994769,1889
nyp.33433090994777,1889
nyp.33433090994785,1890
nyp.33433090994793,1890
nyp.33433090994801,1891
nyp.33433090994819,1891
nyp.33433090994827,1892
uva.x030529354,1918
uva.x030529353,1917
uva.x030529352,1917
uva.x030529351,1917
uva.x030529350,1917
uva.x030529349,1916
uva.x030529348,1916
uva.x030529347,1916
uva.x030529346,1916
uva.x030529345,1915
uva.x030529344,1915
uva.x030529343,1915
uva.x030529342,1915
uva.x030529341,1914
uva.x030529340,1914
uva.x030529339,1913
uva.x030529338,1913
uva.x030529337,1913
uva.x030529336,1913
uva.x030529335,1912
uva.x030529334,1912
uva.x030529333,1912
uva.x030529332,1912
uva.x030529331,1911
uva.x030529330,1911
uva.x030529329,1911
uva.x030529328,1911
uva.x030529327,1910
uva.x030529326,1910
uva.x030529325,1910
uva.x030529324,1910
uva.x030529323,1909
uva.x030529322,1909
uva.x030529321,1909
uva.x030529320,1909
uva.x030528307,1863
uva.x001807299,1914
uva.x030529319,1908
uva.x030529318,1908
uva.x030529317,1908
uva.x030529316,1908
uva.x030529315,1907
uva.x030529314,1907
uva.x030529313,1907
uva.x030529312,1907
uva.x030529311,1906
uva.x030529310,1906
uva.x030529309,1906
uva.x030529308,1906
uva.x030529307,1905
uva.x030529306,1905
uva.x030529305,1905
uva.x030529304,1905
uva.x030529303,1904
uva.x030529302,1904
uva.x030529301,1904
uva.x030529300,1904
uva.x030529299,1903
uva.x030529298,1903
uva.x030529297,1903
uva.x030529296,1903
uva.x030529295,1902
uva.x030529294,1902
uva.x030529293,1902
uva.x030529292,1902
uva.x030529291,1901
uva.x030529290,1901
uva.x030529289,1901
uva.x030529288,1900
uva.x030529287,1900
uva.x030529286,1900
uva.x030529285,1899
uva.x030529284,1899
uva.x030529283,1899
uva.x030529282,1897
uva.x030529281,1897
uva.x030528414,1896
uva.x004763539,1894
uva.x030528413,1894
uva.x030528412,1894
uva.x030528411,1894
uva.x030528410,1893
uva.x030528409,1893
uva.x030528408,1893
uva.x030528407,1893
uva.x030528406,1892
uva.x030528405,1892
uva.x030528404,1892
uva.x030528403,1891
uva.x030528402,1891
uva.x030528401,1891
uva.x030528400,1891
uva.x030528399,1890
uva.x030528398,1890
uva.x030528397,1890
uva.x030528396,1889
uva.x030528395,1889
uva.x030528394,1889
uva.x030528393,1889
uva.x030528392,1888
uva.x030528391,1888
uva.x030528390,1888
uva.x030528389,1888
uva.x030528388,1887
uva.x030528387,1887
uva.x030528386,1887
uva.x030528385,1886
uva.x030528384,1886
uva.x030528383,1885
uva.x030528382,1885
uva.x030528381,1884
uva.x030528380,1884
uva.x030528379,1884
uva.x030528378,1884
uva.x030528377,1883
uva.x030528376,1883
uva.x030528375,1883
uva.x030528374,1883
uva.x030528373,1882
uva.x030528372,1882
uva.x030528371,1882
uva.x030528370,1882
uva.x030528369,1881
uva.x030528368,1881
uva.x030528367,1881
uva.x030528366,1881
uva.x030528365,1880
uva.x030528364,1880
uva.x030528363,1880
uva.x030528362,1880
uva.x030528361,1879
uva.x030528360,1879
uva.x030528359,1879
uva.x030528358,1879
uva.x030528357,1878
uva.x030528356,1878
uva.x030528355,1878
uva.x030528354,1878
uva.x030528353,1877
uva.x030528352,1877
uva.x030528351,1877
uva.x030528350,1877
uva.x030528349,1876
uva.x030528348,1876
uva.x030528347,1876
uva.x030528346,1876
uva.x030528345,1875
uva.x030528344,1875
uva.x030528343,1875
uva.x030528342,1875
uva.x030528341,1874
uva.x030528340,1874
uva.x030528339,1873
uva.x030528338,1873
uva.x030528337,1873
uva.x030528336,1872
uva.x030528335,1872
uva.x030528334,1871
uva.x030528333,1871
uva.x030528332,1871
uva.x030528331,1871
uva.x030528330,1870
uva.x030528329,1870
uva.x030528328,1870
uva.x030528327,1869
uva.x030528326,1869
uva.x030528325,1869
uva.x030528324,1869
uva.x030528323,1868
uva.x030528322,1868
uva.x030528321,1868
uva.x030528320,1868
uva.x030528319,1867
uva.x030528318,1866
uva.x030528317,1866
uva.x000675913,1866
uva.x030528316,1865
uva.x030528315,1865
uva.x030528314,1865
uva.x030528313,1865
uva.x030528312,1864
uva.x030528311,1864
uva.x030528310,1863
uva.x030528309,1863
uva.x030528308,1863
uva.x030528306,1862
uva.x030528305,1862
uva.x030528304,1862
uva.x030528303,1861
uva.x030528302,1860
uva.x030528301,1860
uva.x004965722,1860
uva.x004884228,1874
uva.x004914234,1864
uva.x004914054,1862
uva.x004865730,1861
uva.x004865749,1861
uva.x004061930,1890
uva.x004352236,1886
uva.x004061787,1864
uva.x004119844,1860
uva.x000528247,1867
uva.x002449573,1885
uva.x000421900,1885
uva.x002076234,1873
uva.x001911889,1874
mdp.39015027533770,1926
mdp.39015069766361,1881
nnc1.cu05881846,1876
nnc1.cu05881854,1878
nnc1.cu05881862,1880
mdp.39015035839938,1876
mdp.39015080021812,1890
mdp.39015080021820,1896
mdp.39015080021838,1902
mdp.39015080021655,1917
mdp.39015080021663,1884
mdp.39015082283725,1878
mdp.39015082283717,1880
mdp.39015082284129,1882
mdp.39015039488104,1881
mdp.39015086905166,1925
mdp.39015029491803,1926
mdp.39015049251898,1913
mdp.39015049251617,1914
uc1.d0002782175,1905
uc1.d0002782183,1906
uc1.d0002782217,1909
uc1.d0002782233,1911
uiug.30112113991159,1891
uiug.30112113991191,1891
uiug.30112113991175,1891
uiug.30112113991167,1891
uiug.30112113991142,1891
uiug.30112113991183,1891
uiug.30112113991126,1891
uiug.30112113991134,1891
uc1.31158010936291,1918
uc1.a0003557741,1899
uc1.a0003557766,1903
uc1.a0003557774,1904
nc01.ark:/13960/t51g21287,1918
uc1.aa0005502703,1916
uc1.d0001626480,1896
uc1.d0002602910,1892
uc1.d0002602928,1892
uc1.d0002602936,1893
uc1.d0002602944,1893
uc1.d0002602969,1897
uc1.d0002782142,1903
uc1.d0002782266,1915
uiug.30112000947769,1889
uiug.30112038051444,1913
uiug.30112045922942,1900
uiug.30112055318551,1887
uiug.30112055318585,1889
uiug.30112055318593,1892
uiug.30112118002739,1916
pst.000055645379,1900
pst.000008651426,1913
uiug.30112045879944,1915
uiug.30112045922918,1913
uiug.30112045922926,1900
uiug.30112113991274,1900
uiug.30112113991282,1900
uiug.30112113991308,1903
uiug.30112113991316,1903
